X1,Y1,X2,Y2,X3,Y3,X4,Y4,X5,Y5,X6,Y6,X7,Y7,X8,Y8,X9,Y9,X10,Y10,X11,Y11,X12,Y12,X13,Y13,X14,Y14,X15,Y15,X16,Y16,X17,Y17,X18,Y18,X19,Y19,X20,Y20,X21,Y21,X22,Y22,X23,Y23,X24,Y24,X25,Y25,X26,Y26,X27,Y27,X28,Y28,X29,Y29,X30,Y30,X31,Y31,X32,Y32,X33,Y33,X34,Y34,X35,Y35,X36,Y36,X37,Y37,X38,Y38,X39,Y39,X40,Y40,X41,Y41,X42,Y42,X43,Y43,X44,Y44,X45,Y45,X46,Y46,X47,Y47,X48,Y48,X49,Y49,X50,Y50,X51,Y51,X52,Y52,X53,Y53,X54,Y54,X55,Y55,X56,Y56,X57,Y57,X58,Y58,X59,Y59,X60,Y60,X61,Y61,X62,Y62,X63,Y63,X64,Y64,X65,Y65,X66,Y66,X67,Y67,X68,Y68,X69,Y69,X70,Y70,X71,Y71,X72,Y72,X73,Y73,X74,Y74,X75,Y75,X76,Y76,X77,Y77,X78,Y78,X79,Y79,X80,Y80,X81,Y81,X82,Y82,X83,Y83,X84,Y84,X85,Y85,X86,Y86,X87,Y87,X88,Y88,X89,Y89,X90,Y90,X91,Y91,X92,Y92,X93,Y93,X94,Y94,X95,Y95,X96,Y96,X97,Y97,X98,Y98,X99,Y99,X100,Y100,Power1,Power2,Power3,Power4,Power5,Power6,Power7,Power8,Power9,Power10,Power11,Power12,Power13,Power14,Power15,Power16,Power17,Power18,Power19,Power20,Power21,Power22,Power23,Power24,Power25,Power26,Power27,Power28,Power29,Power30,Power31,Power32,Power33,Power34,Power35,Power36,Power37,Power38,Power39,Power40,Power41,Power42,Power43,Power44,Power45,Power46,Power47,Power48,Power49,Power50,Power51,Power52,Power53,Power54,Power55,Power56,Power57,Power58,Power59,Power60,Power61,Power62,Power63,Power64,Power65,Power66,Power67,Power68,Power69,Power70,Power71,Power72,Power73,Power74,Power75,Power76,Power77,Power78,Power79,Power80,Power81,Power82,Power83,Power84,Power85,Power86,Power87,Power88,Power89,Power90,Power91,Power92,Power93,Power94,Power95,Power96,Power97,Power98,Power99,Power100,qW,Total_Power
198,0,196.07,74.75,192.05,150,84.62,198,598,0,596.07,74.75,592.05,150,484.62,198,998,0,996.07,74.75,992.05,150,884.62,198,1398,0,1396.07,74.75,1392.05,150,1284.62,198,40,360,80,320,120,280,160,240,1198,200,1196.07,274.75,1192.05,350,1084.62,398,1398,200,1396.07,274.75,1392.05,350,1284.62,398,198,400,196.07,474.75,192.05,550,84.62,598,598,400,596.07,474.75,592.05,550,484.62,598,798,400,796.07,474.75,792.05,550,684.62,598,998,400,996.07,474.75,992.05,550,884.62,598,598,600,596.07,674.75,592.05,750,484.62,798,998,600,996.07,674.75,992.05,750,884.62,798,1198,600,1196.07,674.75,1192.05,750,1084.62,798,998,800,996.07,874.75,992.05,950,884.62,998,1398,800,1396.07,874.75,1392.05,950,1284.62,998,398,1000,396.07,1074.75,392.05,1150,284.62,1198,598,1000,596.07,1074.75,592.05,1150,484.62,1198,1048,1001,1098,1050,1148,1100,1198,1150,1398,1000,1396.07,1074.75,1392.05,1150,1284.62,1198,198,1200,196.07,1274.75,192.05,1350,84.62,1398,398,1200,396.07,1274.75,392.05,1350,284.62,1398,798,1200,796.07,1274.75,792.05,1350,684.62,1398,998,1200,996.07,1274.75,992.05,1350,884.62,1398,1398,1200,1396.07,1274.75,1392.05,1350,1284.62,1398,92940.86,85375.35,79947.79,75736.24,96404.96,87672.3,82260.48,77846.84,101224.28,92826.77,85551.91,79669.22,107360.38,103569.99,102365.87,85932.24,65665.53,68437.28,68027.14,74509.03,83230.56,78702.8,77680.32,77907.15,96050.69,94167.23,91413.96,81827.73,64673.27,61900.58,60942.64,61129.62,71680.37,64981.48,60148.97,56489.07,76109.89,70891.71,64714.7,59215.01,76067.22,78561.98,79432.88,64321.44,55440.57,55454.78,56506.29,57894.17,74003.52,69988.31,64936.16,56434.2,88977.46,86480.52,81490.75,68381.71,60405.96,63572.48,65227.72,56543.67,90916.55,86991.18,85930.84,67097.31,61894.33,59028.61,58036.48,57107.42,60589.07,59431.29,57172.3,53296.97,63366.1,62417.77,62696.86,62343.22,83144.88,82405.02,82690.58,64374.36,58933.98,58407.62,58544.8,64578.82,53527.99,54690.37,57448.49,59805.9,58673.86,57014.55,57124.1,57534.36,60370.94,62108.67,64239.03,59921.62,81190.04,81452.51,81046.18,72088.35,0.68,7146937.35
1,1,1,70,1,140,50,198,398,0,397.07,78.19,393,150,277.32,198,798,0,797.07,78.19,793,150,677.32,198,998,0,997.07,78.19,993,150,877.32,198,1398,0,1397.07,78.19,1393,150,1277.32,198,1,398,50,398,100,398,150,398,398,200,397.07,278.19,393,350,277.32,398,798,200,797.07,278.19,793,350,577.32,298,1198,100,1197.07,278.19,1193,350,977.32,398,698,500,597.07,478.19,593,550,477.32,598,1198,400,1297.07,478.19,1193,550,1077.32,598,1,601,1,670,1,740,50,848,798,600,797.07,678.19,793,750,727.32,898,998,600,997.07,678.19,993,750,877.32,798,201,801,201,870,201,940,250,998,1048,801,1098,850,1148,900,1198,950,1,1001,1,1051,1,1101,1,1151,998,1000,997.07,1078.19,993,1150,877.32,1198,1198,1000,1197.07,1078.19,1193,1150,1077.32,1198,40,1360,130,1370,120,1280,160,1240,398,1200,397.07,1278.19,393,1350,277.32,1398,598,1200,597.07,1278.19,593,1400,477.32,1398,798,1200,747.07,1328.19,843,1350,677.32,1398,1248,1200,1197.07,1278.19,1193,1350,1077.32,1398,1398,1200,1397.07,1278.19,1400,1350,1277.32,1398,91117.32,82540.4,75863.46,70590.17,93720.86,83962.27,78238.93,71673.26,95039.5,85366.37,78493.87,73701.82,101025.84,91938.94,84738.21,76844.15,107591.54,104487.75,100474.3,89839.98,64370.2,61866.97,62191.67,64202.26,70920.5,68690.99,65661.12,66212.56,72134.51,74070.34,71922.58,70852.58,93610.89,90638.34,91855.28,75528.87,72577.2,66725.74,63589.14,60872.43,85850.57,90458.65,84882.43,80220.72,68283.26,67074.88,65617.26,60807.79,69381.68,67690.57,61843.55,66454.3,74645.03,81364.66,81030.1,64676.63,66477.15,61018.6,59975.02,61270.44,79654.97,81366.48,82446.73,86494.73,64429.77,61161.34,60841.31,59209.37,69721.51,68859.38,64648.89,59469.36,83424.54,84556.8,77544.72,63284.17,58851.96,57710.23,53432.67,55328.23,60050.81,57747.4,54329.54,54389.58,60677.06,55570.18,55594.88,54490.37,57745.74,56811.76,62606.41,58178.79,80065.27,70615.07,67062.61,62922.1,87921.54,86675.31,84115.2,73650.6,0.69,7258329.06
1,1,1,51,1,101,1,151,398,0,397.07,78.06,393.7,150,287.36,198,598,0,597.07,78.06,593.7,150,487.36,198,1198,0,1197.07,78.06,1193.7,150,1087.36,198,1398,0,1397.07,78.06,1393.7,150,1287.36,198,398,200,397.07,278.06,393.7,350,287.36,398,998,200,997.07,278.06,993.7,350,887.36,398,1398,200,1397.07,278.06,1393.7,350,1287.36,398,1,401,1,451,1,501,1,551,598,400,597.07,478.06,593.7,550,487.36,598,798,400,797.07,478.06,793.7,550,687.36,598,1198,400,1197.07,478.06,1193.7,550,1087.36,598,1398,400,1397.07,478.06,1393.7,550,1287.36,598,198,600,197.07,678.06,193.7,750,87.36,798,398,600,397.07,678.06,393.7,750,287.36,798,1,801,1,870,1,940,50,998,1198,800,1197.07,878.06,1193.7,950,1087.36,998,1398,800,1397.07,878.06,1393.7,950,1287.36,998,798,1000,797.07,1078.06,793.7,1150,687.36,1198,1398,1000,1397.07,1078.06,1393.7,1150,1287.36,1198,198,1200,197.07,1278.06,193.7,1350,87.36,1398,401,1398,450,1398,500,1398,550,1398,998,1200,997.07,1278.06,993.7,1350,887.36,1398,1198,1200,1197.07,1278.06,1193.7,1350,1087.36,1398,1398,1200,1397.07,1278.06,1393.7,1350,1287.36,1398,91185.21,79285.92,73988.04,69866,94787.84,83427.54,75817.55,68939.46,97933.43,86439.11,80081.77,71547.86,102870.05,94257.78,86308.24,82931.43,107262.63,102031.04,99017.35,81754.58,66793.09,64959.48,64102.38,64166.34,80899.76,76540.16,73457.35,70057.04,93570.93,93398.62,93392.21,78186.86,71011.86,63164.2,61621.49,59166.04,67255.27,62622.7,61864.41,61191.09,68661.93,65059.92,64882.09,63842.9,73925.35,75083.76,73362.52,70652.88,89603.15,89514.93,87279.39,77946.33,62999.11,60946.17,61506.77,64694.4,62971.36,62631.01,63822.07,59727.22,66331.89,63021.86,63034.5,63591.5,81073.45,76022.14,69786.82,64928.81,88482.75,86635.87,85940.21,67580.54,64892.75,63696.38,60901.7,56155.33,83754.3,83991.25,83750.66,66092.96,63956.49,63265.08,63054.84,66258.85,54056.92,54557.48,58446.82,62651.84,63721.68,60136.16,58602.98,60929.58,64405.55,67290.98,65983.39,62305.67,82046.22,82740.12,81011.54,70962.32,0.69,7303589.25
198,0,195.67,78.29,193.7,150,78.6,198,598,0,595.67,78.29,593.7,150,478.6,198,998,0,995.67,78.29,993.7,150,878.6,198,1198,0,1195.67,78.29,1193.7,150,1078.6,198,1398,0,1395.67,78.29,1393.7,150,1278.6,198,1,201,1,270,1,340,50,398,398,200,395.67,278.29,393.7,350,278.6,398,598,200,595.67,278.29,593.7,350,478.6,398,598,400,595.67,478.29,593.7,550,478.6,598,1198,400,1195.67,478.29,1193.7,550,1078.6,598,198,600,195.67,678.29,193.7,750,78.6,798,398,600,395.67,678.29,393.7,750,278.6,798,798,600,795.67,678.29,793.7,750,678.6,798,998,600,995.67,678.29,993.7,750,878.6,798,1398,600,1395.67,678.29,1393.7,750,1278.6,798,798,800,795.67,878.29,793.7,950,678.6,998,998,800,995.67,878.29,993.7,950,878.6,998,1398,800,1395.67,878.29,1393.7,950,1278.6,998,798,1000,795.67,1078.29,793.7,1150,678.6,1198,1,1201,1,1270,1,1340,50,1398,398,1200,395.67,1278.29,393.7,1350,278.6,1398,598,1200,595.67,1278.29,593.7,1350,478.6,1398,798,1200,795.67,1278.29,793.7,1350,678.6,1398,998,1200,995.67,1278.29,993.7,1350,878.6,1398,1198,1200,1195.67,1278.29,1193.7,1350,1078.6,1398,93402.56,83727.89,77691.02,74464.15,95320.27,87514.49,83776.08,75524.3,95626.34,86254.14,79464.14,80649.43,101134.52,91978.27,83817.71,79648.92,106854.07,102414.23,97254.39,86848,73746.09,67760.46,67122.06,62839.19,73585.71,68192.53,63998.41,63558.27,77685.74,76865.18,75718.33,64067.44,71276.09,69518.56,65957.76,60824.94,93227.98,91711.28,87799.31,76685.08,62039.2,59564.5,57890.52,60285.4,58813.43,57363.18,56866.05,54887.13,68691.05,63671.34,58600.96,55101.53,71934.54,70968.18,70355.86,57894.39,94199.72,91132.34,89609.1,72010.41,54090.1,57089.89,57815.05,53311.1,66609.75,66488.2,66554.57,62004.42,85746.59,85866.67,83896.19,74204.3,57108.04,66070.59,68073.87,57026.99,65258.3,62181.23,59416.7,60195.91,60075.64,58058.92,57555.09,59472.82,56780.59,55993.21,55767.41,56662.68,63230.94,61320.08,58172.96,56558.31,71389.57,68857.01,63953.27,60322.58,82021.29,82368.14,80971.72,70061.43,0.67,7135986.24
0,100,150,0,350,50,500,0,700,100,850,0,950,50,1150,0,1250,50,1450,0,0,200,250,250,300,150,550,250,700,200,800,150,900,150,1150,250,1200,150,1350,200,0,400,200,400,300,350,500,400,700,300,800,350,900,300,1100,400,1300,300,1400,400,50,500,250,550,400,450,450,500,700,450,800,550,900,550,1050,450,1250,450,1350,500,50,600,150,650,350,600,450,700,700,650,850,700,950,650,1050,600,1300,600,1400,700,0,850,150,800,350,750,550,800,700,800,850,850,1000,750,1150,850,1250,850,1450,750,50,1000,150,950,300,950,450,900,600,1000,750,950,1000,950,1100,900,1250,900,1350,950,100,1050,250,1050,350,1050,550,1050,650,1150,850,1150,950,1050,1300,1300,1200,1050,1450,1050,0,1300,200,1300,350,1250,450,1200,650,1200,800,1300,1000,1200,1100,1300,1250,1250,1450,1200,0,1350,250,1450,400,1350,450,1450,600,1350,800,1350,1000,1350,1100,1450,1250,1350,1450,1450,83631.2,91402.33,86835.24,94526.39,85119.7,97902.66,93822.27,101074.25,100322.13,106732.89,78270.88,75082.01,80183.72,74509.7,77002.68,83231.65,87602.08,88061.85,94979.86,99124.58,71848.28,67489.33,69395.97,68961.9,72373.58,71440.67,79113.58,82302.6,95281.64,96117.66,64724.24,62993.13,64247.26,63190.59,69583.58,66867.67,72512.86,73225.29,84232.13,90683.23,63364.77,59414.97,61934.08,59238.76,63614.43,66275.45,71844.61,77484.15,88856.69,86988.67,63428.7,61923.14,57898.92,59069.96,61715.91,64360.03,71764.71,69874.76,83753.21,88933.02,56991.76,58829.25,59032.47,58908.53,59414.25,61308.49,63512.4,62639.5,75476.33,84848.05,52440.2,54284.48,54551.6,56926.65,58997.7,62517.44,67598.99,79673.12,74142.46,86603.75,62688.07,59634.55,56109.87,55070.85,56625.72,59981.1,67410.89,64805.67,74679.53,86450.13,58710.56,64662.59,58970.75,65156.26,55854.62,58022.8,62144.34,69756.74,70115.85,84559.08,0.68,7227849.61
198,0,197.07,77.44,193.7,150,84.98,198,398,0,397.07,77.44,393.7,150,284.98,198,848,1,898,50,948,100,998,150,1198,0,1197.07,77.44,1193.7,150,1084.98,198,1398,0,1397.07,77.44,1393.7,150,1284.98,198,798,200,797.07,277.44,793.7,350,684.98,398,1198,200,1197.07,277.44,1193.7,350,1084.98,398,1398,200,1397.07,277.44,1393.7,350,1284.98,398,398,400,397.07,477.44,393.7,550,284.98,598,998,400,997.07,477.44,993.7,550,884.98,598,48,601,98,650,148,700,198,750,798,600,797.07,677.44,793.7,750,684.98,798,1198,600,1197.07,677.44,1193.7,750,1084.98,798,398,800,397.07,877.44,393.7,950,284.98,998,1198,800,1197.07,877.44,1193.7,950,1084.98,998,198,1000,197.07,1077.44,193.7,1150,84.98,1198,398,1000,397.07,1077.44,393.7,1150,284.98,1198,598,1000,597.07,1077.44,593.7,1150,484.98,1198,1198,1000,1197.07,1077.44,1193.7,1150,1084.98,1198,1398,1000,1397.07,1077.44,1393.7,1150,1284.98,1198,1,1201,1,1270,1,1340,50,1398,398,1200,397.07,1277.44,393.7,1350,284.98,1398,798,1200,797.07,1277.44,793.7,1350,684.98,1398,1198,1200,1197.07,1277.44,1193.7,1350,1084.98,1398,1398,1200,1397.07,1277.44,1393.7,1350,1284.98,1398,90314.19,79756.16,73667.83,73536.84,93692.53,83433.4,76353.61,69401.88,94636.5,85372.72,79050.18,73481.14,100480.52,91775.49,83228.04,71343.25,107977.59,102525.97,100359.47,79660.65,75332.57,70707.4,69534.69,68148.17,73448.02,75096.19,73734.69,74373.32,93043.24,91202.77,88739.91,79286.82,70411.22,69246.69,69430.67,68639.47,71374.69,75907.6,78052.74,71335.48,71221.74,63988.46,62109.62,60794.95,67664.23,70380.72,71098.49,67335.13,86826.66,86642.57,87059.49,69497.77,67495.52,63405.11,63358.4,58805.53,84726.16,84165.14,81773.29,65203.96,60631.98,57442.41,56650.65,59066.64,59058.67,57048.71,53716.47,50392.79,66888.82,62448.07,57540.73,54450.34,76310.73,73143.94,67668.39,57784.85,89177.06,86217.25,85545.58,67642.75,60756.76,60152.01,59811.14,57398.68,49747.98,53120.71,57707.97,60554.04,59392.84,56712.89,57887.06,58403.43,62701.52,65805.72,64715.94,62938.71,82828.39,83557.35,81667.29,72009.64,0.68,7217344.09
198,0,197.18,80.53,193.59,150,77.58,298,398,0,397.18,80.53,393.59,150,277.58,198,798,0,797.18,80.53,793.59,150,677.58,198,998,0,997.18,80.53,993.59,150,877.58,198,1198,0,1197.18,80.53,1193.59,150,1077.58,198,1398,0,1397.18,80.53,1393.59,150,1277.58,198,201,201,201,270,201,340,250,398,598,200,697.18,280.53,593.59,350,477.58,398,598,400,597.18,480.53,593.59,550,477.58,598,998,400,997.18,480.53,993.59,550,777.58,598,1398,400,1400,480.53,1393.59,550,1277.58,598,198,600,97.18,580.53,193.59,750,77.58,798,598,600,597.18,680.53,593.59,750,477.58,798,998,600,997.18,680.53,993.59,750,877.58,798,198,800,197.18,880.53,193.59,950,0,898,1398,800,1400,880.53,1393.59,950,1277.58,998,201,1001,201,1051,201,1101,201,1151,401,1001,401,1070,401,1140,450,1198,798,1000,797.18,1080.53,793.59,1150,677.58,1198,998,1000,997.18,1080.53,993.59,1150,877.58,1198,1398,1000,1397.18,1080.53,1393.59,1150,1277.58,1198,1,1201,1,1270,1,1340,50,1398,398,1200,397.18,1280.53,393.59,1350,277.58,1398,798,1200,797.18,1280.53,793.59,1350,677.58,1398,1398,1200,1397.18,1280.53,1393.59,1350,1277.58,1398,89600.77,78277.29,71710.25,68248.33,94047.75,82251.79,75227.64,68457.05,93004.34,81954.91,75769.87,76883.67,95646.35,85219.86,77020.38,74272.89,100982.84,92159.71,82500.27,77708.16,107251.19,102728.45,97909.56,86732.39,65209.48,66571.37,64045.54,63188.46,72319.04,71681.47,71083.84,64334.84,70662.1,66386.17,64089.02,60399.2,81898.32,81117.17,77725.71,65310.62,94623.55,92828.04,90628.84,82190.65,65815.24,66946.26,65708.98,63110.65,60842.76,62713.58,64491.69,64524.96,74863.18,78036.89,75768.01,66912.74,60949.36,62434.92,60664.6,64052.33,91342.27,87806.56,86112.39,70932.9,57585.98,55163.71,54190.66,52610.33,63093.39,57252.65,53965.22,51912.23,66943.85,63038.15,59034.17,53815.72,71222.2,68012.96,65592.51,59929.97,84070.86,85255.22,84328.97,68039.49,62605.26,61264.66,61186.37,60768.22,49615.39,54857.99,60892.29,64808.09,55879.68,61907.07,65189.19,61928.08,82432.62,82181.18,81714.58,72783.92,0.68,7210962.27
198,0,197.18,80.53,193.59,150,77.58,198,798,0,797.18,80.53,793.59,150,677.58,198,998,0,997.18,80.53,993.59,150,877.58,198,198,200,197.18,280.53,193.59,350,77.58,398,598,200,597.18,280.53,593.59,350,477.58,398,1198,200,1197.18,280.53,1193.59,350,1077.58,398,1398,200,1397.18,280.53,1393.59,350,1277.58,398,598,400,597.18,480.53,593.59,550,477.58,598,998,400,997.18,480.53,993.59,550,877.58,598,1198,400,1197.18,480.53,1193.59,550,1077.58,598,198,600,197.18,680.53,193.59,750,77.58,798,398,600,397.18,680.53,393.59,750,277.58,798,798,600,797.18,680.53,793.59,750,677.58,798,998,600,997.18,680.53,993.59,750,877.58,798,1198,600,1197.18,680.53,1193.59,750,1077.58,798,1398,600,1397.18,680.53,1393.59,750,1277.58,798,398,800,397.18,880.53,393.59,950,277.58,998,598,800,597.18,880.53,593.59,950,477.58,998,1398,800,1397.18,880.53,1393.59,950,1277.58,998,398,1000,397.18,1080.53,393.59,1150,277.58,1198,998,1000,997.18,1080.53,993.59,1150,877.58,1198,1198,1000,1197.18,1080.53,1193.59,1150,1077.58,1198,798,1200,797.18,1280.53,793.59,1350,677.58,1398,1198,1200,1197.18,1280.53,1193.59,1350,1077.58,1398,1398,1200,1397.18,1280.53,1393.59,1350,1277.58,1398,95780.31,86725.11,81828.29,74345.04,99336.3,88988.58,82213.05,78394.75,107952.71,99948.99,91993.48,80344.72,73844.69,70776.33,66394.32,67142.62,77504.7,72702.69,70651.81,64868.82,95510.7,86058.63,79826.8,72396.71,106363.19,100223.67,95123.16,84041.4,65957.77,62933.44,58907.59,58972.92,70905.84,70227.77,65586.38,57964.45,75026.7,81613.58,82262.91,64274.2,63121.88,60041.63,56581.53,58694.01,58922.53,58882.9,56044.02,52306.19,57931.58,54191.3,53163.1,54536.78,58895.27,58661.48,56419.13,54543.02,76717.02,72886.08,64964.44,58905.79,91952.92,89087,86597.08,67690.38,51364.02,52194.27,51660.26,53387.91,53945.45,55996.24,54221.8,50370.08,83171.01,83677.42,82338.54,72227.17,49056.21,54124.37,56521.49,60339.61,62236.92,60894.87,56727.34,51525.88,66372.95,73484.5,74598.43,56388.88,50085.42,53599.68,58310.2,60557.29,70134.91,68274.95,63620.63,59702.58,84591.45,83293.71,80246.92,69612.03,0.66,6956507.55
1,1,1,51,1,101,1,151,398,0,397.46,75.07,297.18,249.14,349,198,598,0,597.46,75.07,497.18,149.14,549,198,1198,0,1197.46,75.07,1197.18,149.14,1149,198,1398,0,1397.46,75.07,1397.18,149.14,1349,198,1,201,1,270,1,340,50,398,598,200,597.46,275.07,597.18,349.14,499,398,798,200,797.46,275.07,697.18,449.14,749,398,1198,200,1197.46,275.07,1197.18,349.14,1149,398,1398,400,1397.46,475.07,1397.18,549.14,1349,598,401,601,401,670,401,740,450,798,798,600,797.46,675.07,797.18,749.14,749,798,1198,600,1197.46,675.07,1197.18,749.14,1149,798,198,800,197.46,875.07,197.18,949.14,149,998,598,800,597.46,875.07,597.18,949.14,549,998,1198,800,1197.46,875.07,1197.18,949.14,1149,998,198,1000,197.46,1075.07,197.18,1149.14,149,1198,598,1000,597.46,1075.07,597.18,1249.14,549,1198,1048,1001,1098,1050,1148,1100,1198,1150,1,1400,50,1398,100,1400,150,1398,201,1201,201,1251,201,1301,201,1351,401,1398,450,1398,500,1398,600,1398,998,1200,997.46,1275.07,997.18,1349.14,949,1398,1198,1200,1197.46,1275.07,1197.18,1349.14,1149,1398,1398,1200,1397.46,1275.07,1397.18,1349.14,1349,1400,90895.66,80135.33,74195.8,71325.68,93798.63,83239.86,67045.18,72051.24,98096.41,88000.03,77420.59,68927.23,100121.43,91433.88,88254.3,77508.32,107684.01,103011.47,98860.59,89608.22,69069.99,70432.04,68438.32,67266.2,76603.48,67648.93,66896.25,63740.49,83547.85,75055.73,67441.61,71612.06,81644.14,85938.08,88933.75,80194.74,94609.71,91201.12,89558.9,81743.43,68348.03,66328.22,64062.09,60059.85,72458.07,72361.12,70378.66,65297.29,80216.2,82278.32,86076.48,69874.98,66201.15,63925.66,63175.57,58767.9,63366.11,62106.22,64549.89,56081.2,82645.33,84651.63,85050.19,78213.3,56372.87,57646.04,61976.8,57786.86,59818.5,60102.88,59147.36,61331.88,69079.42,71618.19,77328.05,79646.33,58505.41,56273.53,56598.41,61353.28,56197.47,53959.07,56074.91,59969.84,52122.59,54983.31,57992.26,62367.11,65223.56,62785.48,61146.51,60571,73759.68,71744.21,68064.46,63391.6,88993.17,86607.44,83850.35,74269.05,0.69,7268309.15
1,1,1,51,1,101,1,151,398,0,397.46,75.07,297.18,249.14,349,198,598,0,597.46,75.07,497.18,149.14,549,198,1198,0,1197.46,75.07,1197.18,149.14,1149,198,1398,0,1397.46,75.07,1397.18,149.14,1349,198,1,201,1,270,1,340,50,398,598,200,597.46,275.07,597.18,349.14,499,398,798,200,797.46,275.07,697.18,449.14,749,498,1198,200,1197.46,275.07,1197.18,349.14,1149,398,1398,400,1397.46,475.07,1397.18,549.14,1349,598,401,601,401,670,401,740,450,798,798,600,797.46,675.07,797.18,749.14,749,798,1198,600,1197.46,675.07,1197.18,749.14,1099,748,148,800,197.46,875.07,0,949.14,149,998,598,800,597.46,875.07,597.18,949.14,549,998,1198,800,1197.46,875.07,1197.18,949.14,1149,998,198,1000,197.46,1075.07,197.18,1149.14,149,1198,598,1000,597.46,1075.07,597.18,1249.14,549,1198,1048,1101,1098,1050,1148,1100,1198,1150,1,1400,50,1398,100,1400,150,1398,201,1201,201,1251,201,1301,201,1351,401,1398,450,1398,500,1398,600,1398,998,1200,997.46,1275.07,997.18,1349.14,949,1398,1198,1200,1197.46,1275.07,1197.18,1349.14,1149,1398,1398,1200,1397.46,1275.07,1397.18,1400,1349,1400,90800.99,80138.05,74370.24,71721.98,93585.37,82900.24,67665.09,72377.79,98145.78,87682.75,77667.06,68996.2,100369.64,91528.76,88025.55,77706.87,107763.15,103276.69,98308.06,88958.3,69078.01,70451.42,68416.64,67426.65,76819.71,68013.17,69530.18,64750.62,83674.96,75452.44,70740.33,72040.35,81965.78,85783.96,88604.05,79603.94,94797.65,91523.68,89714.06,81923.43,67021.58,65814.22,63737.52,59990,71293.81,71594.13,69744.97,65902.39,80490.74,82407.84,86129.61,71743.11,65207.21,63138.93,64223.63,59862.06,64035.12,63079.71,66376.94,57436.03,82638.73,85167.25,84937.87,78506.62,61004.04,57249.74,60433.97,56209.43,60920.64,61363.46,58582.11,62017.26,65535.07,74369.37,78370.33,80148.28,57552.73,55451.52,56012.67,60118.54,55157.14,53727.49,55645.79,59779.46,51793.74,54754.96,57585.67,62581.48,65509.81,63529.18,61925.75,61157.36,74857.99,73519.21,69616.11,63315.54,89382.93,85591.55,84111.89,70526.66,0.69,7282181.99
1,1,1,70,1,140,50,198,398,0,397.07,78.19,393,150,277.32,198,798,0,797.07,78.19,793,150,677.32,198,998,0,997.07,78.19,993,150,877.32,198,1398,0,1397.07,78.19,1393,150,1277.32,198,1,398,50,398,100,398,150,398,398,200,397.07,278.19,393,350,277.32,398,798,200,797.07,278.19,793,350,677.32,398,1198,200,1197.07,278.19,1193,350,1077.32,398,598,400,597.07,478.19,593,550,477.32,598,1198,400,1197.07,478.19,1193,550,1077.32,598,1,601,1,670,1,740,50,798,798,600,797.07,678.19,793,750,677.32,798,998,600,997.07,678.19,993,750,877.32,798,201,801,201,870,201,940,250,998,1048,801,1098,850,1148,900,1198,950,1,1001,1,1051,1,1101,1,1151,998,1000,997.07,1078.19,993,1150,877.32,1198,1198,1000,1197.07,1078.19,1193,1150,1077.32,1198,40,1360,80,1320,120,1280,160,1240,398,1200,397.07,1278.19,393,1350,277.32,1398,598,1200,597.07,1278.19,593,1350,477.32,1398,798,1200,797.07,1278.19,793,1350,677.32,1398,1198,1200,1197.07,1278.19,1193,1350,1077.32,1398,1398,1200,1397.07,1278.19,1393,1350,1277.32,1398,91738.46,82439.24,75618.62,70514.29,94040.99,84093.03,77938.56,71795.03,96005.63,85850.16,79054.81,73524.42,102571.65,93651.78,86081.74,76457.21,107524.98,103981.39,101331.06,92448.23,64310.17,61419.95,62060.74,63867.9,71353.47,68539.62,65527.91,65215.54,71355.01,73215.56,72540.05,70053.86,86674.11,88398,90482.51,75981.24,66643.96,66323.66,66728.14,61988.46,87454.2,88193.01,87191.8,79718.6,67780.76,66235.96,64328.26,59454.3,69459.31,67495.47,61800.1,61021.61,73600.66,81486.49,80983.42,64868.08,65174.73,60470.1,61217.02,61912.77,79522.63,81233.44,81699.65,85855.11,64269.15,61025.29,61340.24,59584.73,69315.19,69163.73,65049.18,59287.33,82852.77,83653.42,80950.54,62342.94,60002.88,57708.35,54688.53,56026.33,59655.5,57195.67,54068.02,55299.97,59607.5,55645.65,54222.55,54898.57,57955.93,58880.77,60816.37,57120.57,74902.23,72553.63,67055.78,63135.08,88253.75,86405.21,83539.17,74417.29,0.68,7240286.34
